"date","season","playoff","team1..Home.","team2..Away.","elo1_pre","elo2_pre","elo_prob1","elo_prob2","score1","score2","team_of_interest","b2b","days_rest","df2.playoff_prob","miles"
"11/15/2017",2018,"","NOP","TOR",1510.526797,1583.859797,0.538301714,0.461698286,116,125,"NOP",0,2,0.51,0
"11/17/2017",2018,"","DEN","NOP",1540.90162,1499.818885,0.692564808,0.307435192,146,114,"NOP",0,2,0.57,1082
"11/20/2017",2018,"","NOP","OKC",1487.155967,1545.652202,0.559446219,0.440553781,114,107,"NOP",0,3,0.57,1082
"11/22/2017",2018,"","NOP","SAS",1494.330307,1595.026436,0.498998192,0.501001808,107,90,"NOP",0,2,0.57,0
"11/24/2017",2018,"","PHO","NOP",1355.876316,1509.015307,0.424117619,0.575882381,91,115,"NOP",1,2,0.68,1315
"11/25/2017",2018,"","GSW","NOP",1757.366368,1524.167146,0.871920703,0.128079297,110,95,"NOP",1,1,0.68,647
"11/29/2017",2018,"","NOP","MIN",1521.444193,1488.806479,0.682118355,0.317881645,102,120,"NOP",0,4,0.68,1917
"12/1/2017",2018,"","UTA","NOP",1559.621584,1498.199709,0.716916812,0.283083188,114,108,"NOP",1,2,0.6,1434
"12/2/2017",2018,"","POR","NOP",1542.449889,1494.322404,0.701131199,0.298868801,116,123,"NOP",1,1,0.6,635
"12/4/2017",2018,"","NOP","GSW",1507.705195,1760.341407,0.293458715,0.706541285,115,125,"NOP",0,2,0.6,2062
"12/6/2017",2018,"","NOP","DEN",1502.27725,1517.353304,0.619838202,0.380161798,123,114,"NOP",0,2,0.6,0
"12/8/2017",2018,"","NOP","SAC",1509.207289,1361.456426,0.806303639,0.193696361,109,116,"NOP",0,2,0.75,0
"12/10/2017",2018,"","NOP","PHI",1492.287238,1446.865112,0.697857686,0.302142314,131,124,"NOP",1,2,0.75,0
"12/11/2017",2018,"","HOU","NOP",1682.989539,1496.841151,0.838512606,0.161487394,130,123,"NOP",1,1,0.75,318
"12/13/2017",2018,"","NOP","MIL",1494.630174,1532.514517,0.588451216,0.411548784,115,108,"NOP",0,2,0.75,318
"12/15/2017",2018,"","DEN","NOP",1534.052712,1501.226892,0.682353101,0.317646899,117,111,"NOP",0,2,0.7,1082
"12/19/2017",2018,"","WAS","NOP",1552.369107,1496.786208,0.710045937,0.289954063,116,106,"NOP",0,4,0.7,1491
"12/22/2017",2018,"","ORL","NOP",1370.284429,1491.434331,0.469600386,0.530399614,97,111,"NOP",1,3,0.63,759
"12/23/2017",2018,"","MIA","NOP",1531.540725,1503.313048,0.67658852,0.32341148,94,109,"NOP",1,1,0.63,205
"12/27/2017",2018,"","NOP","BRK",1523.614012,1419.838381,0.763691693,0.236308307,128,113,"NOP",0,4,0.63,670
"12/29/2017",2018,"","NOP","DAL",1529.085158,1452.307584,0.734507481,0.265492519,120,128,"NOP",1,2,0.78,0
"12/30/2017",2018,"","NOP","NYK",1513.550583,1452.261631,0.716761499,0.283238501,103,105,"NOP",1,1,0.78,0
"1/3/2018",2018,"","UTA","NOP",1523.007429,1505.597843,0.662814939,0.337185061,98,108,"NOP",0,4,0.78,1434
"1/6/2018",2018,"","MIN","NOP",1554.175697,1520.780677,0.683062867,0.316937133,116,98,"NOP",0,3,0.73,986
"1/8/2018",2018,"","NOP","DET",1512.057371,1490.05516,0.668697776,0.331302224,112,109,"NOP",0,2,0.73,1054
"1/10/2018",2018,"","MEM","NOP",1417.554156,1515.432336,0.503053506,0.496946494,105,102,"NOP",0,2,0.73,360
"1/12/2018",2018,"","NOP","POR",1509.885277,1523.029306,0.622455374,0.377544626,119,113,"NOP",0,2,0.61,360
"1/14/2018",2018,"","NYK","NOP",1440.27458,1515.344822,0.53581536,0.46418464,118,123,"NOP",0,2,0.61,1172
"1/16/2018",2018,"","BOS","NOP",1616.570028,1523.039756,0.752883348,0.247116652,113,116,"NOP",1,2,0.61,188
"1/17/2018",2018,"","ATL","NOP",1403.935966,1533.000009,0.458270773,0.541729227,94,93,"NOP",1,1,0.61,937
"1/20/2018",2018,"","NOP","MEM",1528.51652,1436.956878,0.750766774,0.249233226,111,104,"NOP",0,3,0.77,425
"1/22/2018",2018,"","NOP","CHI",1532.152756,1472.256787,0.715130769,0.284869231,132,128,"NOP",0,2,0.77,0
"1/24/2018",2018,"","CHO","NOP",1499.750831,1535.34735,0.591636868,0.408363132,96,101,"NOP",0,2,0.77,649
"1/26/2018",2018,"","NOP","HOU",1544.126835,1654.814502,0.48462406,0.51537594,115,113,"NOP",0,2,0.88,649
"1/28/2018",2018,"","NOP","LAC",1549.150239,1540.923309,0.650901519,0.349098481,103,112,"NOP",0,2,0.88,0
"1/30/2018",2018,"","NOP","SAC",1535.277596,1335.619714,0.848767823,0.151232177,103,114,"NOP",0,2,0.88,0
"2/2/2018",2018,"","OKC","NOP",1597.758196,1510.691469,0.745896018,0.254103982,100,114,"NOP",1,3,0.65,577
"2/3/2018",2018,"","MIN","NOP",1581.655003,1533.255162,0.701459624,0.298540376,118,107,"NOP",1,1,0.65,695
"2/5/2018",2018,"","NOP","UTA",1527.3782,1568.622116,0.583759827,0.416240173,109,133,"NOP",0,2,0.65,1054
"2/9/2018",2018,"","PHI","NOP",1535.444288,1504.564104,0.679920593,0.320079407,100,82,"NOP",1,4,0.47,1090
"2/10/2018",2018,"","BRK","NOP",1376.842884,1495.738266,0.472834137,0.527165863,128,138,"NOP",1,1,0.47,82
"2/12/2018",2018,"","DET","NOP",1466.62557,1505.405817,0.587201689,0.412798311,103,118,"NOP",0,2,0.47,485
"2/14/2018",2018,"","NOP","LAL",1522.031613,1453.455947,0.725199127,0.274800873,139,117,"NOP",0,2,0.47,941
"2/23/2018",2018,"","NOP","MIA",1530.511623,1501.507758,0.67756544,0.32243456,124,123,"NOP",0,9,0.54,0
"2/25/2018",2018,"","MIL","NOP",1543.032838,1532.874292,0.65342388,0.34657612,121,123,"NOP",1,2,0.54,913
"2/26/2018",2018,"","NOP","PHO",1539.799061,1289.575681,0.882471728,0.117528272,125,116,"NOP",1,1,0.54,913
"2/28/2018",2018,"","SAS","NOP",1572.510812,1541.586312,0.679976108,0.320023892,116,121,"NOP",0,2,0.54,507
"3/4/2018",2018,"","DAL","NOP",1405.539634,1552.276491,0.43314304,0.56685696,109,126,"NOP",0,4,0.78,253
"3/6/2018",2018,"","LAC","NOP",1579.868806,1564.508062,0.660174024,0.339825976,116,121,"NOP",1,2,0.78,1239
"3/7/2018",2018,"","SAC","NOP",1336.518226,1574.744559,0.31094721,0.68905279,101,114,"NOP",1,1,0.78,362
"3/9/2018",2018,"","NOP","WAS",1581.605775,1542.069912,0.690665626,0.309334374,97,116,"NOP",0,2,0.94,1882
"3/11/2018",2018,"","NOP","UTA",1557.025871,1626.776797,0.543422256,0.456577744,99,116,"NOP",0,2,0.94,0
"3/13/2018",2018,"","NOP","CHO",1540.71155,1468.572469,0.729268062,0.270731938,119,115,"NOP",0,2,0.94,0
"3/15/2018",2018,"","SAS","NOP",1547.61251,1543.721467,0.645208887,0.354791113,98,93,"NOP",0,2,0.94,507
"3/17/2018",2018,"","NOP","HOU",1539.111055,1769.477468,0.320723387,0.679276613,101,107,"NOP",1,2,0.73,507
"3/18/2018",2018,"","NOP","BOS",1534.619373,1585.373957,0.570399039,0.429600961,108,89,"NOP",1,1,0.73,0
"3/20/2018",2018,"","NOP","DAL",1547.686826,1418.133887,0.789416687,0.210583313,115,105,"NOP",1,2,0.73,0
"3/21/2018",2018,"","NOP","IND",1551.37938,1547.868214,0.64470815,0.35529185,96,92,"NOP",1,1,0.73,0
"3/22/2018",2018,"","NOP","LAL",1555.52969,1500.613794,0.709254805,0.290745195,128,125,"NOP",1,1,0.73,0
"3/24/2018",2018,"","HOU","NOP",1786.277576,1558.422114,0.868445972,0.131554028,114,91,"NOP",0,2,0.92,318
"3/27/2018",2018,"","NOP","POR",1554.655993,1631.924935,0.532666026,0.467333974,103,107,"NOP",0,3,0.92,318
"3/30/2018",2018,"","CLE","NOP",1554.972406,1547.79365,0.649529227,0.350470773,107,102,"NOP",0,3,0.84,926
"4/1/2018",2018,"","NOP","OKC",1543.250412,1582.18335,0.586988615,0.413011385,104,109,"NOP",0,2,0.84,926
"4/4/2018",2018,"","NOP","MEM",1534.564347,1321.074678,0.858706948,0.141293052,123,95,"NOP",0,3,0.84,0
"4/6/2018",2018,"","PHO","NOP",1246.49127,1539.263222,0.247929702,0.752070298,103,122,"NOP",1,2,0.66,1315
"4/7/2018",2018,"","GSW","NOP",1597.042506,1546.054441,0.704570292,0.295429708,120,126,"NOP",1,1,0.66,647
"4/9/2018",2018,"","LAC","NOP",1544.816433,1558.447961,0.62179566,0.37820434,100,113,"NOP",0,2,0.66,344
"4/11/2018",2018,"","NOP","SAS",1574.816388,1593.645418,0.614734477,0.385265523,122,98,"NOP",0,2,0.66,1671
"4/14/2018",2018,"q","POR","NOP",1614.263041,1588.290373,0.673741605,0.326258395,95,97,"NOP",0,3,0.66,2062
"4/17/2018",2018,"q","POR","NOP",1607.022497,1595.530918,0.655159589,0.344840411,102,111,"NOP",0,3,0.66,0
"4/19/2018",2018,"q","NOP","POR",1609.534353,1593.019061,0.661663451,0.338336549,119,102,"NOP",0,2,0.66,2062
"4/21/2018",2018,"q","NOP","POR",1618.600801,1583.952613,0.684622504,0.315377496,131,123,"NOP",0,2,0.66,0
"4/28/2018",2018,"s","GSW","NOP",1606.853183,1623.770725,0.617337169,0.382662831,123,101,"NOP",0,7,0.66,1917
"5/1/2018",2018,"s","GSW","NOP",1619.41898,1611.204929,0.650884672,0.349115328,121,116,"NOP",0,3,0.66,0
"5/4/2018",2018,"s","NOP","GSW",1606.682711,1623.941197,0.616873426,0.383126574,119,100,"NOP",0,3,0.66,1917
"5/6/2018",2018,"s","NOP","GSW",1618.043624,1612.580284,0.647278028,0.352721972,92,118,"NOP",0,2,0.66,0
"5/8/2018",2018,"s","GSW","NOP",1640.458071,1590.165837,0.703735856,0.296264144,113,104,"NOP",0,2,0.66,1917
"10/17/2018",2019,"","HOU","NOP",1654.095907,1565.012972,0.748089521,0.251910479,112,131,"NOP",0,162,0.73,1637
"10/19/2018",2019,"","NOP","SAC",1592.879896,1391.917034,0.849729556,0.150270444,149,129,"NOP",0,2,0.75,318
"10/23/2018",2019,"","NOP","LAC",1596.847544,1514.138138,0.741112703,0.258887297,116,109,"NOP",0,4,0.75,0
"10/26/2018",2019,"","NOP","BRK",1600.647962,1450.706954,0.808265052,0.191734948,117,115,"NOP",1,3,0.85,0
"10/27/2018",2019,"","NOP","UTA",1602.192085,1617.546428,0.619460646,0.380539354,111,132,"NOP",1,1,0.85,0
"10/29/2018",2019,"","DEN","NOP",1582.120174,1579.670266,0.643307569,0.356692431,116,111,"NOP",0,2,0.85,1082
"10/31/2018",2019,"","GSW","NOP",1713.753094,1575.030208,0.798057782,0.201942218,131,121,"NOP",1,2,0.85,940
"11/1/2018",2019,"","POR","NOP",1602.766291,1571.510986,0.680390351,0.319609649,132,119,"NOP",1,1,0.85,534
"11/3/2018",2019,"","SAS","NOP",1539.057733,1564.423036,0.605785755,0.394214245,109,95,"NOP",0,2,0.75,1721
"11/5/2018",2019,"","OKC","NOP",1572.889164,1554.85387,0.663619452,0.336380548,122,116,"NOP",0,2,0.75,422
"11/7/2018",2019,"","NOP","CHI",1550.100449,1358.831853,0.842463985,0.157536015,107,98,"NOP",0,2,0.75,577
"11/10/2018",2019,"","NOP","PHO",1552.587732,1287.559869,0.891026486,0.108973514,119,99,"NOP",0,3,0.7,0
"11/12/2018",2019,"","TOR","NOP",1652.695211,1555.350866,0.756945464,0.243054536,110,126,"NOP",0,2,0.7,1115
"11/14/2018",2019,"","MIN","NOP",1489.464992,1580.624046,0.512720399,0.487279601,107,100,"NOP",0,2,0.7,692
"11/16/2018",2019,"","NOP","NYK",1572.482889,1370.159197,0.85072708,0.14927292,129,124,"NOP",1,2,0.69,1054
"11/17/2018",2019,"","NOP","DEN",1574.174691,1582.146825,0.629425963,0.370574037,125,115,"NOP",1,1,0.69,0
"11/19/2018",2019,"","NOP","SAS",1581.338548,1508.583687,0.729967348,0.270032652,140,126,"NOP",0,2,0.69,0
"11/21/2018",2019,"","PHI","NOP",1583.777895,1587.441277,0.63519247,0.36480753,121,120,"NOP",0,2,0.69,1090
"11/23/2018",2019,"","NYK","NOP",1378.612637,1584.703255,0.35189801,0.64810199,114,109,"NOP",1,2,0.72,83
"11/24/2018",2019,"","WAS","NOP",1438.900706,1574.735383,0.448611847,0.551388153,124,114,"NOP",1,1,0.72,206
"11/26/2018",2019,"","NOP","BOS",1562.953545,1544.294576,0.664420408,0.335579592,107,124,"NOP",0,2,0.72,966
"11/28/2018",2019,"","NOP","WAS",1541.447915,1458.021147,0.741904212,0.258095788,125,104,"NOP",0,2,0.72,0
"11/30/2018",2019,"","MIA","NOP",1436.293192,1549.076661,0.481611406,0.518388594,106,101,"NOP",0,2,0.66,670
"12/2/2018",2019,"","CHO","NOP",1519.521666,1541.705083,0.610151304,0.389848696,109,119,"NOP",1,2,0.66,656
"12/3/2018",2019,"","NOP","LAC",1555.209486,1587.685951,0.59596892,0.40403108,126,129,"NOP",1,1,0.66,649
"12/5/2018",2019,"","NOP","DAL",1548.1653,1503.282758,0.697202356,0.302797644,132,106,"NOP",0,2,0.66,0
"12/7/2018",2019,"","NOP","MEM",1558.865995,1480.271816,0.736541697,0.263458303,103,107,"NOP",0,2,0.67,0
"12/9/2018",2019,"","DET","NOP",1483.587125,1547.996722,0.551040303,0.448959697,108,116,"NOP",1,2,0.67,941
"12/10/2018",2019,"","BOS","NOP",1608.338638,1558.296101,0.703436088,0.296563912,113,100,"NOP",1,1,0.67,612
"12/12/2018",2019,"","NOP","OKC",1551.807489,1630.71253,0.530320837,0.469679163,118,114,"NOP",0,2,0.67,1360
"12/16/2018",2019,"","NOP","MIA",1557.649744,1472.4507,0.743852896,0.256147104,96,102,"NOP",0,4,0.67,0
"12/19/2018",2019,"","MIL","NOP",1628.442391,1544.144844,0.742862874,0.257137126,123,115,"NOP",0,3,0.67,913
"12/21/2018",2019,"","LAL","NOP",1545.46102,1540.075556,0.647175673,0.352824327,112,104,"NOP",0,2,0.63,1743
"12/23/2018",2019,"","SAC","NOP",1473.682284,1534.166901,0.556623267,0.443376733,122,117,"NOP",0,2,0.63,362
"12/26/2018",2019,"","DAL","NOP",1468.510185,1528.117713,0.557868953,0.442131047,122,119,"NOP",0,3,0.63,1440
"12/28/2018",2019,"","NOP","DAL",1523.328888,1473.299009,0.703420887,0.296579113,114,112,"NOP",1,2,0.48,443
"12/29/2018",2019,"","NOP","HOU",1525.887816,1599.672263,0.537655778,0.462344222,104,108,"NOP",1,1,0.48,0
"12/31/2018",2019,"","NOP","MIN",1518.941467,1522.486431,0.635350414,0.364649586,123,114,"NOP",0,2,0.48,0
"1/2/2019",2019,"","BRK","NOP",1450.720993,1525.531804,0.536186776,0.463813224,126,121,"NOP",0,2,0.48,1171
"1/5/2019",2019,"","CLE","NOP",1324.999319,1519.132699,0.367751448,0.632248552,98,133,"NOP",0,3,0.37,408
"1/7/2019",2019,"","NOP","MEM",1535.875097,1424.743533,0.771247902,0.228752098,114,95,"NOP",0,2,0.37,926
"1/9/2019",2019,"","NOP","CLE",1542.062275,1304.874845,0.874462718,0.125537282,140,124,"NOP",0,2,0.37,0
"1/12/2019",2019,"","MIN","NOP",1526.760998,1544.842156,0.615753574,0.384246426,110,106,"NOP",0,3,0.42,1054
"1/14/2019",2019,"","LAC","NOP",1516.515998,1540.280849,0.607983733,0.392016267,117,121,"NOP",0,2,0.42,1523
"1/16/2019",2019,"","GSW","NOP",1654.088407,1548.47055,0.765600134,0.234399866,147,140,"NOP",0,2,0.42,344
"1/18/2019",2019,"","POR","NOP",1557.31081,1545.083757,0.656115467,0.343884533,128,112,"NOP",0,2,0.51,534
"1/21/2019",2019,"","MEM","NOP",1412.276168,1536.211282,0.465608991,0.534391009,85,105,"NOP",0,3,0.51,1848
"1/23/2019",2019,"","NOP","DET",1551.178292,1444.469569,0.766725158,0.233274842,94,98,"NOP",1,2,0.51,360
"1/24/2019",2019,"","OKC","NOP",1585.73093,1539.558689,0.69876737,0.30123263,122,116,"NOP",1,1,0.51,577
"1/26/2019",2019,"","NOP","SAS",1535.387731,1557.171904,0.610697839,0.389302161,114,126,"NOP",0,2,0.34,577
"1/29/2019",2019,"","HOU","NOP",1589.282136,1520.226638,0.725749238,0.274250762,116,121,"NOP",1,3,0.34,318
"1/30/2019",2019,"","NOP","DEN",1532.038924,1595.85127,0.551890709,0.448109291,99,105,"NOP",1,1,0.34,318
"2/2/2019",2019,"","SAS","NOP",1581.400115,1523.249219,0.713079909,0.286920091,113,108,"NOP",0,3,0.21,507
"2/4/2019",2019,"","NOP","IND",1519.664439,1564.159911,0.579204769,0.420795231,107,109,"NOP",0,2,0.21,507
"2/6/2019",2019,"","CHI","NOP",1301.532344,1513.807073,0.343822613,0.656177387,120,125,"NOP",0,2,0.21,836
"2/8/2019",2019,"","NOP","MIN",1518.247456,1506.898743,0.654973764,0.345026236,122,117,"NOP",1,2,0.11,836
"2/9/2019",2019,"","MEM","NOP",1391.734089,1522.706415,0.455544938,0.544455062,99,90,"NOP",1,1,0.11,360
"2/12/2019",2019,"","NOP","ORL",1511.83785,1495.596052,0.661310917,0.338689083,88,118,"NOP",0,3,0.11,360
"2/14/2019",2019,"","NOP","OKC",1479.953678,1633.501733,0.42354259,0.57645741,131,122,"NOP",0,2,0.11,0
"2/22/2019",2019,"","IND","NOP",1586.823594,1491.678215,0.754609041,0.245390959,126,111,"NOP",1,8,0.05,714
"2/23/2019",2019,"","NOP","LAL",1485.962852,1477.594356,0.65108667,0.34891333,128,115,"NOP",1,1,0.05,714
"2/25/2019",2019,"","NOP","PHI",1493.83104,1605.45876,0.48327261,0.51672739,110,111,"NOP",0,2,0.05,0
"2/27/2019",2019,"","LAL","NOP",1462.811941,1489.960356,0.603331873,0.396668127,125,119,"NOP",0,2,0.05,1671
"3/1/2019",2019,"","PHO","NOP",1265.656977,1484.163548,0.335775223,0.664224777,116,130,"NOP",1,2,0.01,357
"3/2/2019",2019,"","DEN","NOP",1600.160738,1492.052869,0.768162605,0.231837395,112,120,"NOP",1,1,0.01,586
"3/4/2019",2019,"","UTA","NOP",1613.744991,1508.787776,0.764916979,0.235083021,112,115,"NOP",0,2,0.01,371
"3/6/2019",2019,"","NOP","UTA",1519.017878,1603.514889,0.522295799,0.477704201,104,114,"NOP",0,2,0.01,1434
"3/8/2019",2019,"","NOP","TOR",1508.041478,1623.762799,0.47739063,0.52260937,104,127,"NOP",0,2,0.01,0
"3/10/2019",2019,"","ATL","NOP",1346.820049,1491.004474,0.436754092,0.563245908,128,116,"NOP",0,2,0.01,425
"3/12/2019",2019,"","NOP","MIL",1477.416056,1682.722472,0.352928238,0.647071762,113,130,"NOP",0,2,0.01,425
"3/15/2019",2019,"","NOP","POR",1467.880376,1633.892677,0.406127537,0.593872463,110,122,"NOP",1,3,0.01,0
"3/16/2019",2019,"","NOP","PHO",1458.902901,1310.832316,0.806590917,0.193409083,136,138,"NOP",1,1,0.01,0
"3/18/2019",2019,"","DAL","NOP",1397.384378,1449.178319,0.568932322,0.431067678,125,129,"NOP",0,2,0.01,443
"3/20/2019",2019,"","ORL","NOP",1533.065972,1456.663249,0.734086481,0.265913519,119,96,"NOP",0,2,0.01,962
"3/24/2019",2019,"","NOP","HOU",1448.242404,1665.212347,0.337750902,0.662249098,90,113,"NOP",0,4,0,534
"3/26/2019",2019,"","NOP","ATL",1437.081613,1382.427978,0.708943388,0.291056612,120,130,"NOP",0,2,0,0
"3/28/2019",2019,"","NOP","SAC",1420.289958,1473.989405,0.56624019,0.43375981,121,118,"NOP",0,2,0,0
"3/31/2019",2019,"","NOP","LAL",1424.966699,1434.487007,0.62734486,0.37265514,102,130,"NOP",0,3,0,0
"4/3/2019",2019,"","NOP","CHO",1396.834992,1455.920814,0.558609562,0.441390438,109,115,"NOP",0,3,0,0
"4/5/2019",2019,"","PHO","NOP",1278.69536,1387.9035,0.486751522,0.513248478,133,126,"NOP",0,2,0,1315
"4/7/2019",2019,"","SAC","NOP",1468.648293,1379.203736,0.748481611,0.251518389,129,133,"NOP",0,2,0,635
"4/9/2019",2019,"","NOP","GSW",1390.362214,1649.499245,0.285760071,0.714239929,103,112,"NOP",0,2,0,1882
"10/22/2019",2020,"","TOR","NOP",1672.986505,1415.320539,0.886842907,0.113157093,130,122,"NOP",0,196,0.33,1115
"10/25/2019",2020,"","NOP","DAL",1413.722899,1467.550235,0.566059365,0.433940635,116,123,"NOP",1,3,0.33,1115
"10/26/2019",2020,"","HOU","NOP",1641.67195,1403.833349,0.874873635,0.125126365,126,123,"NOP",1,1,0.33,318
"10/28/2019",2020,"","NOP","GSW",1402.731956,1585.878067,0.382576276,0.617423724,123,134,"NOP",0,2,0.33,318
"10/31/2019",2020,"","NOP","DEN",1394.832059,1595.262718,0.359364065,0.640635935,122,107,"NOP",0,3,0.25,0
"11/2/2019",2020,"","OKC","NOP",1535.812606,1413.589469,0.782316839,0.217683161,115,104,"NOP",0,2,0.25,577
"11/4/2019",2020,"","BRK","NOP",1478.274997,1409.519113,0.725405821,0.274594179,135,125,"NOP",0,2,0.25,1329
"11/8/2019",2020,"","NOP","TOR",1404.497803,1673.900801,0.273852793,0.726147207,104,122,"NOP",1,4,0.3,1171
"11/9/2019",2020,"","CHO","NOP",1467.282578,1397.151554,0.726979799,0.273020201,110,115,"NOP",1,1,0.3,649
"11/11/2019",2020,"","NOP","HOU",1408.995652,1637.207564,0.323431339,0.676568661,116,122,"NOP",0,2,0.3,649
"11/14/2019",2020,"","NOP","LAC",1404.458965,1560.960869,0.41939655,0.58060345,132,127,"NOP",0,3,0.14,0
"11/16/2019",2020,"","MIA","NOP",1559.713025,1413.017681,0.805352926,0.194647074,109,94,"NOP",1,2,0.14,670
"11/17/2019",2020,"","NOP","GSW",1408.640332,1492.762148,0.522834648,0.477165352,108,100,"NOP",1,1,0.14,670
"11/19/2019",2020,"","NOP","POR",1417.196314,1557.731321,0.44192868,0.55807132,115,104,"NOP",0,2,0.14,0
"11/21/2019",2020,"","PHO","NOP",1415.709218,1429.898474,0.621040357,0.378959643,121,124,"NOP",0,2,0.29,1315
"11/23/2019",2020,"","UTA","NOP",1600.475577,1437.354304,0.81974899,0.18025101,128,120,"NOP",1,2,0.29,506
"11/24/2019",2020,"","LAC","NOP",1575.824694,1434.650365,0.800322473,0.199677527,134,109,"NOP",1,1,0.29,580
"11/27/2019",2020,"","NOP","LAL",1428.232273,1586.1271,0.417445338,0.582554662,110,114,"NOP",0,3,0.29,1671
"11/29/2019",2020,"","OKC","NOP",1517.240714,1423.185846,0.753444756,0.246555244,109,104,"NOP",0,2,0.38,577
"12/1/2019",2020,"","NOP","OKC",1420.181975,1520.244585,0.499909896,0.500090104,104,107,"NOP",0,2,0.38,577
"12/3/2019",2020,"","NOP","DAL",1414.592645,1563.210596,0.43048628,0.56951372,97,118,"NOP",0,2,0.38,0
"12/5/2019",2020,"","NOP","PHO",1400.547519,1399.844242,0.640997145,0.359002855,132,139,"NOP",0,2,0.31,0
"12/7/2019",2020,"","DAL","NOP",1580.774391,1388.817393,0.842989204,0.157010796,130,84,"NOP",0,2,0.31,443
"12/9/2019",2020,"","NOP","DET",1381.180919,1467.98128,0.518986674,0.481013326,103,105,"NOP",0,2,0.31,443
"12/11/2019",2020,"","MIL","NOP",1743.631207,1376.112047,0.936508742,0.063491258,127,112,"NOP",0,2,0.31,913
"12/13/2019",2020,"","PHI","NOP",1634.711963,1374.867793,0.888095113,0.111904887,116,109,"NOP",0,2,0.16,693
"12/15/2019",2020,"","NOP","ORL",1373.405804,1496.436287,0.466904931,0.533095069,119,130,"NOP",0,2,0.16,1090
"12/17/2019",2020,"","NOP","BRK",1363.309305,1507.184294,0.43719233,0.56280767,101,108,"NOP",1,2,0.16,0
"12/18/2019",2020,"","MIN","NOP",1436.139811,1356.202752,0.738038989,0.261961011,99,107,"NOP",1,1,0.16,1054
"12/20/2019",2020,"","GSW","NOP",1388.681234,1371.858106,0.662060036,0.337939964,106,102,"NOP",0,2,0.16,1575
"12/23/2019",2020,"","POR","NOP",1531.435478,1367.948937,0.820059469,0.179940531,94,102,"NOP",0,3,0.16,534
"12/25/2019",2020,"","DEN","NOP",1642.901832,1386.817344,0.885926103,0.114073897,100,112,"NOP",0,2,0.16,982
"12/28/2019",2020,"","NOP","IND",1415.647884,1586.977813,0.398766324,0.601233676,120,98,"NOP",1,3,0.25,1082
"12/29/2019",2020,"","NOP","HOU",1437.977528,1649.283639,0.345081658,0.654918342,127,112,"NOP",1,1,0.25,0
"1/3/2020",2020,"","LAL","NOP",1631.982403,1457.33626,0.829344721,0.170655279,123,113,"NOP",1,5,0.45,1671
"1/4/2020",2020,"","SAC","NOP",1433.143408,1454.432343,0.611375394,0.388624606,115,117,"NOP",1,1,0.45,362
"1/6/2020",2020,"","NOP","UTA",1460.737541,1614.905153,0.422672063,0.577327937,126,128,"NOP",0,2,0.45,1882
"1/8/2020",2020,"","NOP","CHI",1456.822603,1393.65745,0.718948969,0.281051031,123,108,"NOP",0,2,0.45,0
"1/10/2020",2020,"","NYK","NOP",1337.932452,1463.516654,0.463247779,0.536752221,111,123,"NOP",1,2,0.42,1172
"1/11/2020",2020,"","BOS","NOP",1617.53819,1474.081324,0.80241394,0.19758606,140,105,"NOP",1,1,0.42,188
"1/13/2020",2020,"","DET","NOP",1402.97912,1465.985348,0.553038033,0.446961967,110,117,"NOP",0,2,0.42,612
"1/16/2020",2020,"","NOP","UTA",1475.57429,1639.592938,0.408898458,0.591101542,138,132,"NOP",0,3,0.41,941
"1/18/2020",2020,"","NOP","LAC",1485.209407,1606.873825,0.468862742,0.531137258,130,133,"NOP",0,2,0.41,0
"1/20/2020",2020,"","MEM","NOP",1507.104181,1480.056255,0.675100716,0.324899284,116,126,"NOP",0,2,0.41,360
"1/22/2020",2020,"","NOP","SAS",1495.653244,1528.986334,0.594780995,0.405219005,117,121,"NOP",0,2,0.41,360
"1/24/2020",2020,"","NOP","DEN",1487.70617,1580.255107,0.510721299,0.489278701,106,113,"NOP",0,2,0.54,0
"1/26/2020",2020,"","NOP","BOS",1479.061485,1622.906941,0.437234162,0.562765838,123,108,"NOP",0,2,0.54,0
"1/28/2020",2020,"","CLE","NOP",1308.530291,1494.765891,0.378384228,0.621615772,111,125,"NOP",0,2,0.54,926
"1/31/2020",2020,"","NOP","MEM",1503.871057,1524.23111,0.612645077,0.387354923,139,111,"NOP",0,3,0.45,926
"2/2/2020",2020,"","HOU","NOP",1601.94795,1519.018632,0.741355513,0.258644487,117,109,"NOP",0,2,0.45,318
"2/4/2020",2020,"","NOP","MIL",1514.921582,1734.282925,0.334678698,0.665321302,108,120,"NOP",0,2,0.45,318
"2/6/2020",2020,"","CHI","NOP",1385.349771,1507.81171,0.467719633,0.532280367,119,125,"NOP",0,2,0.37,836
"2/8/2020",2020,"","IND","NOP",1540.156994,1514.917519,0.672813179,0.327186821,117,124,"NOP",0,2,0.37,165
"2/11/2020",2020,"","NOP","POR",1527.498462,1533.080951,0.632628759,0.367371241,138,117,"NOP",0,3,0.37,714
"2/13/2020",2020,"","NOP","OKC",1539.076067,1584.64538,0.577697433,0.422302567,118,123,"NOP",0,2,0.52,0
"2/21/2020",2020,"","POR","NOP",1516.247543,1530.574941,0.620853186,0.379146814,115,128,"NOP",0,8,0.57,2062
"2/23/2020",2020,"","GSW","NOP",1339.538178,1546.90879,0.350219405,0.649780595,101,115,"NOP",0,2,0.57,534
"2/25/2020",2020,"","LAL","NOP",1660.277261,1555.204998,0.765036046,0.234963954,118,109,"NOP",0,2,0.57,344
