,player,date,season,game,opponent,age,df2.playoff_prob,oppo_playoff_prob,days_rest,miles,home,b2b,rest
0,John Wall,2015-10-28,2016,1,ORL,25.14168377823409,66.0,43.0,10.0,759.0,0.0,0,0.0
1,John Wall,2015-10-30,2016,2,MIL,25.147159479808348,66.0,34.0,2.0,1067.0,0.0,0,0.0
2,John Wall,2015-10-31,2016,3,NYK,25.149897330595483,66.0,6.0,1.0,635.0,1.0,1,0.0
3,John Wall,2015-11-04,2016,4,SAS,25.16084873374401,68.0,98.0,4.0,0.0,1.0,0,0.0
4,John Wall,2015-11-06,2016,5,BOS,25.16632443531828,68.0,84.0,2.0,394.0,0.0,0,0.0
5,John Wall,2015-11-07,2016,6,ATL,25.169062286105408,68.0,87.0,1.0,937.0,0.0,1,0.0
6,John Wall,2015-11-10,2016,7,OKC,25.177275838466805,55.0,98.0,3.0,543.0,1.0,0,0.0
7,John Wall,2015-11-14,2016,8,ORL,25.18822724161533,55.0,44.0,4.0,0.0,1.0,0,0.0
8,John Wall,2015-11-17,2016,9,MIL,25.19644079397673,50.0,15.0,3.0,0.0,1.0,0,0.0
9,John Wall,2015-11-21,2016,10,DET,25.207392197125248,50.0,53.0,4.0,394.0,0.0,0,0.0
10,John Wall,2015-11-24,2016,11,IND,25.215605749486645,59.0,66.0,3.0,394.0,1.0,0,0.0
11,John Wall,2015-11-25,2016,12,CHA,25.218343600273787,59.0,62.0,1.0,330.0,0.0,1,0.0
12,John Wall,2015-11-27,2016,13,BOS,25.22381930184805,59.0,86.0,2.0,721.0,0.0,0,0.0
13,John Wall,2015-11-28,2016,14,TOR,25.226557152635177,59.0,91.0,1.0,394.0,1.0,1,0.0
14,John Wall,2015-12-01,2016,15,CLE,25.234770704996578,31.0,99.9,3.0,304.0,0.0,0,0.0
15,John Wall,2015-12-02,2016,16,LAL,25.23750855578371,31.0,0.1,1.0,304.0,1.0,1,0.0
16,John Wall,2015-12-04,2016,17,PHX,25.242984257357968,31.0,40.0,2.0,0.0,1.0,0,0.0
17,John Wall,2015-12-06,2016,18,DAL,25.248459958932237,31.0,71.0,2.0,0.0,1.0,0,0.0
18,John Wall,2015-12-07,2016,19,MIA,25.251197809719372,28.0,63.0,1.0,928.0,0.0,1,0.0
19,John Wall,2015-12-09,2016,20,HOU,25.256673511293634,28.0,43.0,2.0,928.0,1.0,0,0.0
20,John Wall,2015-12-11,2016,21,NOP,25.2621492128679,28.0,28.0,2.0,966.0,0.0,0,0.0
21,John Wall,2015-12-12,2016,22,DAL,25.26488706365503,28.0,76.0,1.0,443.0,0.0,1,0.0
22,John Wall,2015-12-14,2016,23,MEM,25.270362765229287,35.0,77.0,2.0,420.0,0.0,0,0.0
23,John Wall,2015-12-16,2016,24,SAS,25.27583846680356,35.0,99.9,2.0,633.0,0.0,0,0.0
24,John Wall,2015-12-19,2016,25,CHA,25.284052019164964,35.0,85.0,3.0,1387.0,1.0,0,0.0
25,John Wall,2015-12-21,2016,26,SAC,25.289527720739216,31.0,29.0,2.0,0.0,1.0,0,0.0
26,John Wall,2015-12-23,2016,27,MEM,25.295003422313485,31.0,80.0,2.0,0.0,1.0,0,0.0
27,John Wall,2015-12-26,2016,28,BKN,25.30321697467488,31.0,0.1,3.0,205.0,0.0,0,0.0
28,John Wall,2015-12-28,2016,29,LAC,25.308692676249148,44.0,97.0,2.0,205.0,1.0,0,0.0
29,John Wall,2015-12-30,2016,30,TOR,25.31416837782341,44.0,93.0,2.0,350.0,0.0,0,0.0
30,John Wall,2016-01-01,2016,31,ORL,25.319644079397673,44.0,57.0,2.0,350.0,1.0,0,0.0
31,John Wall,2016-01-03,2016,32,MIA,25.325119780971942,44.0,59.0,2.0,0.0,1.0,0,0.0
32,John Wall,2016-01-06,2016,33,CLE,25.33333333333333,27.0,99.9,3.0,0.0,1.0,0,0.0
33,John Wall,2016-01-08,2016,34,TOR,25.3388090349076,27.0,94.0,2.0,0.0,1.0,0,0.0
34,John Wall,2016-01-09,2016,35,ORL,25.341546885694733,27.0,60.0,1.0,759.0,0.0,1,0.0
35,John Wall,2016-01-11,2016,36,CHI,25.347022587268995,27.0,88.0,2.0,987.0,0.0,0,0.0
36,John Wall,2016-01-13,2016,37,MIL,25.352498288843254,27.0,3.0,2.0,594.0,1.0,0,0.0
37,John Wall,2016-01-15,2016,38,IND,25.357973990417523,27.0,85.0,2.0,491.0,0.0,0,0.0
38,John Wall,2016-01-16,2016,39,BOS,25.360711841204647,27.0,74.0,1.0,491.0,1.0,1,0.0
39,John Wall,2016-01-18,2016,40,POR,25.36618754277892,52.0,28.0,2.0,0.0,1.0,0,0.0
40,John Wall,2016-01-20,2016,41,MIA,25.371663244353186,52.0,68.0,2.0,0.0,1.0,0,0.0
41,John Wall,2016-01-25,2016,42,BOS,25.385352498288842,51.0,88.0,5.0,0.0,1.0,0,0.0
42,John Wall,2016-01-26,2016,43,TOR,25.388090349075977,51.0,99.9,1.0,350.0,0.0,1,0.0
43,John Wall,2016-01-28,2016,44,DEN,25.39356605065024,51.0,4.0,2.0,350.0,1.0,0,0.0
44,John Wall,2016-01-30,2016,45,HOU,25.399041752224502,51.0,71.0,2.0,1220.0,0.0,0,0.0
45,John Wall,2016-02-01,2016,46,OKC,25.40451745379877,26.0,99.9,2.0,414.0,0.0,0,0.0
46,John Wall,2016-02-03,2016,47,GSW,25.409993155373034,26.0,99.9,2.0,1151.0,1.0,0,0.0
47,John Wall,2016-02-05,2016,48,PHI,25.4154688569473,26.0,0.1,2.0,0.0,1.0,0,0.0
48,John Wall,2016-02-06,2016,49,CHA,25.418206707734427,26.0,47.0,1.0,330.0,0.0,1,0.0
49,John Wall,2016-02-09,2016,50,NYK,25.426420260095824,18.0,2.0,3.0,534.0,0.0,0,0.0
50,John Wall,2016-02-11,2016,51,MIL,25.43189596167009,18.0,2.0,2.0,733.0,0.0,0,0.0
51,John Wall,2016-02-18,2016,52,UTA,25.451060917180012,21.0,71.0,7.0,635.0,1.0,0,0.0
52,John Wall,2016-02-19,2016,53,DET,25.453798767967147,21.0,53.0,1.0,0.0,1.0,1,0.0
53,John Wall,2016-02-20,2016,54,MIA,25.45653661875428,21.0,88.0,1.0,928.0,0.0,1,0.0
54,John Wall,2016-02-23,2016,55,NOP,25.464750171115675,27.0,6.0,3.0,928.0,1.0,0,0.0
55,John Wall,2016-02-24,2016,56,CHI,25.46748802190281,27.0,73.0,1.0,594.0,0.0,1,0.0
56,John Wall,2016-02-26,2016,57,PHI,25.47296372347707,27.0,0.1,2.0,664.0,0.0,0,0.0
57,John Wall,2016-02-28,2016,58,CLE,25.478439425051327,27.0,99.9,2.0,123.0,1.0,0,0.0
58,John Wall,2016-02-29,2016,59,PHI,25.481177275838466,42.0,0.1,1.0,0.0,1.0,1,0.0
59,John Wall,2016-03-02,2016,60,MIN,25.486652977412728,42.0,0.1,2.0,932.0,0.0,0,0.0
60,John Wall,2016-03-04,2016,61,CLE,25.492128678986997,42.0,99.9,2.0,630.0,0.0,0,0.0
61,John Wall,2016-03-05,2016,62,IND,25.49486652977413,42.0,68.0,1.0,304.0,1.0,1,0.0
62,John Wall,2016-03-08,2016,63,POR,25.50308008213552,30.0,96.0,3.0,2350.0,0.0,0,0.0
63,John Wall,2016-03-11,2016,64,UTA,25.511293634496923,30.0,51.0,3.0,635.0,0.0,0,0.0
64,John Wall,2016-03-12,2016,65,DEN,25.51403148528405,30.0,0.1,1.0,371.0,0.0,1,0.0
65,John Wall,2016-03-14,2016,66,DET,25.51950718685832,9.0,78.0,2.0,1491.0,1.0,0,0.0
66,John Wall,2016-03-16,2016,67,CHI,25.52498288843258,9.0,19.0,2.0,0.0,1.0,0,0.0
67,John Wall,2016-03-17,2016,68,PHI,25.527720739219713,9.0,0.0,1.0,123.0,0.0,1,0.0
68,John Wall,2016-03-19,2016,69,NYK,25.533196440793976,9.0,0.1,2.0,123.0,1.0,0,0.0
69,John Wall,2016-03-21,2016,70,ATL,25.53867214236824,27.0,99.9,2.0,543.0,0.0,0,0.0
70,John Wall,2016-03-23,2016,71,ATL,25.544147843942504,27.0,99.9,2.0,543.0,1.0,0,0.0
71,John Wall,2016-03-25,2016,72,MIN,25.549623545516766,27.0,0.0,2.0,0.0,1.0,0,0.0
72,John Wall,2016-03-27,2016,73,LAL,25.555099247091032,27.0,0.0,2.0,2297.0,0.0,0,0.0
73,John Wall,2016-03-29,2016,74,GSW,25.560574948665295,22.0,100.0,2.0,344.0,0.0,0,0.0
74,John Wall,2016-03-30,2016,75,SAC,25.56331279945243,22.0,0.1,1.0,68.0,0.0,1,0.0
75,John Wall,2016-04-01,2016,76,PHX,25.56878850102669,22.0,0.0,2.0,635.0,0.0,0,0.0
76,John Wall,2016-04-03,2016,77,LAC,25.57426420260096,22.0,100.0,2.0,357.0,0.0,0,0.0
77,John Wall,2016-04-06,2016,78,BKN,25.582477754962355,7.0,0.0,3.0,2297.0,1.0,0,1.0
78,John Wall,2016-04-08,2016,79,DET,25.587953456536614,7.0,87.0,2.0,394.0,0.0,0,1.0
79,John Wall,2016-04-10,2016,80,CHA,25.593429158110887,7.0,100.0,2.0,394.0,1.0,0,1.0
80,John Wall,2016-04-11,2016,81,BKN,25.59616700889801,0.0,0.0,1.0,205.0,0.0,1,1.0
81,John Wall,2016-04-13,2016,82,ATL,25.601642710472284,0.0,100.0,2.0,205.0,1.0,0,1.0
82,John Wall,2016-10-27,2017,1,ATL,26.140999315537304,52.0,49.0,10.0,543.0,0.0,0,0.0
83,John Wall,2016-10-30,2017,2,MEM,26.149212867898697,52.0,20.0,3.0,337.0,0.0,0,0.0
84,John Wall,2016-11-02,2017,3,TOR,26.15742642026009,39.0,94.0,3.0,763.0,1.0,0,0.0
85,John Wall,2016-11-04,2017,4,ATL,26.16290212183436,39.0,71.0,2.0,0.0,1.0,0,0.0
86,John Wall,2016-11-05,2017,5,ORL,26.165639972621488,39.0,33.0,1.0,759.0,0.0,1,1.0
87,John Wall,2016-11-07,2017,6,HOU,26.17111567419576,39.0,68.0,2.0,759.0,1.0,0,0.0
88,John Wall,2016-11-09,2017,7,BOS,26.17659137577002,31.0,85.0,2.0,0.0,1.0,0,0.0
89,John Wall,2016-11-11,2017,8,CLE,26.18206707734429,31.0,99.9,2.0,0.0,1.0,0,0.0
90,John Wall,2016-11-12,2017,9,CHI,26.184804928131413,31.0,80.0,1.0,594.0,0.0,1,1.0
91,John Wall,2016-11-16,2017,10,PHI,26.195756331279945,34.0,2.0,4.0,664.0,0.0,0,0.0
92,John Wall,2016-11-17,2017,11,NYK,26.19849418206708,34.0,37.0,1.0,123.0,1.0,1,0.0
93,John Wall,2016-11-19,2017,12,MIA,26.203969883641342,34.0,16.0,2.0,0.0,1.0,0,0.0
94,John Wall,2016-11-21,2017,13,PHX,26.209445585215608,34.0,4.0,2.0,0.0,1.0,0,0.0
95,John Wall,2016-11-25,2017,14,ORL,26.22039698836413,30.0,27.0,4.0,759.0,0.0,0,0.0
96,John Wall,2016-11-26,2017,15,SAS,26.223134839151268,30.0,99.0,1.0,759.0,1.0,1,0.0
97,John Wall,2016-11-28,2017,16,SAC,26.22861054072553,30.0,12.0,2.0,0.0,1.0,0,0.0
98,John Wall,2016-11-30,2017,17,OKC,26.2340862422998,30.0,84.0,2.0,1151.0,0.0,0,0.0
99,John Wall,2016-12-02,2017,18,SAS,26.239561943874055,30.0,99.9,2.0,422.0,0.0,0,0.0
100,John Wall,2016-12-05,2017,19,BKN,26.247775496235448,30.0,1.0,3.0,1585.0,0.0,0,0.0
101,John Wall,2016-12-06,2017,20,ORL,26.250513347022586,30.0,18.0,1.0,205.0,1.0,1,0.0
102,John Wall,2016-12-08,2017,21,DEN,26.25598904859685,21.0,26.0,2.0,0.0,1.0,0,0.0
103,John Wall,2016-12-10,2017,22,MIL,26.261464750171115,21.0,43.0,2.0,0.0,1.0,0,0.0
104,John Wall,2016-12-12,2017,23,MIA,26.266940451745377,21.0,17.0,2.0,928.0,0.0,0,0.0
105,John Wall,2016-12-14,2017,24,CHA,26.272416153319647,22.0,82.0,2.0,928.0,1.0,0,0.0
106,John Wall,2016-12-16,2017,25,DET,26.27789185489391,22.0,81.0,2.0,0.0,1.0,0,0.0
107,John Wall,2016-12-18,2017,26,LAC,26.28336755646817,22.0,99.9,2.0,0.0,1.0,0,0.0
108,John Wall,2016-12-19,2017,27,IND,26.286105407255306,22.0,62.0,1.0,491.0,0.0,1,0.0
109,John Wall,2016-12-21,2017,28,CHI,26.29158110882957,36.0,72.0,2.0,165.0,0.0,0,0.0
110,John Wall,2016-12-23,2017,29,MIL,26.297056810403838,36.0,55.0,2.0,82.0,0.0,0,0.0
111,John Wall,2016-12-26,2017,30,MIL,26.30527036276523,36.0,55.0,3.0,635.0,1.0,0,0.0
112,John Wall,2016-12-28,2017,31,IND,26.31074606433949,47.0,51.0,2.0,0.0,1.0,0,0.0
113,John Wall,2016-12-30,2017,32,BKN,26.316221765913763,47.0,0.1,2.0,0.0,1.0,0,0.0
114,John Wall,2017-01-02,2017,33,HOU,26.324435318275157,47.0,99.9,3.0,1220.0,0.0,0,0.0
115,John Wall,2017-01-03,2017,34,DAL,26.327173169062284,47.0,4.0,1.0,225.0,0.0,1,0.0
116,John Wall,2017-01-06,2017,35,MIN,26.335386721423678,49.0,5.0,3.0,1183.0,1.0,0,0.0
117,John Wall,2017-01-08,2017,36,MIL,26.34086242299795,49.0,86.0,2.0,635.0,0.0,0,0.0
118,John Wall,2017-01-10,2017,37,CHI,26.34633812457221,49.0,50.0,2.0,635.0,1.0,0,0.0
119,John Wall,2017-01-11,2017,38,BOS,26.349075975359344,64.0,99.9,1.0,394.0,0.0,1,0.0
120,John Wall,2017-01-14,2017,39,PHI,26.357289527720734,64.0,0.1,3.0,394.0,1.0,0,0.0
121,John Wall,2017-01-16,2017,40,POR,26.362765229295007,64.0,61.0,2.0,0.0,1.0,0,0.0
122,John Wall,2017-01-18,2017,41,MEM,26.368240930869266,76.0,98.0,2.0,0.0,1.0,0,0.0
123,John Wall,2017-01-19,2017,42,NYK,26.370978781656397,76.0,18.0,1.0,206.0,0.0,1,0.0
124,John Wall,2017-01-21,2017,43,DET,26.376454483230663,76.0,41.0,2.0,481.0,0.0,0,0.0
125,John Wall,2017-01-23,2017,44,CHA,26.38193018480493,76.0,73.0,2.0,506.0,0.0,0,0.0
126,John Wall,2017-01-24,2017,45,BOS,26.38466803559206,76.0,99.9,1.0,330.0,1.0,1,0.0
127,John Wall,2017-01-27,2017,46,ATL,26.392881587953454,92.0,92.0,3.0,543.0,0.0,0,0.0
128,John Wall,2017-01-29,2017,47,NOP,26.398357289527716,92.0,2.0,2.0,425.0,0.0,0,0.0
129,John Wall,2017-01-31,2017,48,NYK,26.403832991101986,92.0,19.0,2.0,966.0,1.0,0,0.0
130,John Wall,2017-02-02,2017,49,LAL,26.409308692676248,99.9,0.1,2.0,0.0,1.0,0,0.0
131,John Wall,2017-02-04,2017,50,NOP,26.414784394250518,99.9,1.0,2.0,0.0,1.0,0,0.0
132,John Wall,2017-02-06,2017,51,CLE,26.420260095824776,99.9,99.9,2.0,0.0,1.0,0,0.0
133,John Wall,2017-02-08,2017,52,BKN,26.42573579739904,99.9,0.1,2.0,205.0,0.0,0,0.0
134,John Wall,2017-02-10,2017,53,IND,26.4312114989733,99.9,91.0,2.0,205.0,1.0,0,0.0
135,John Wall,2017-02-13,2017,54,OKC,26.439425051334705,99.9,98.0,3.0,0.0,1.0,0,0.0
136,John Wall,2017-02-16,2017,55,IND,26.447638603696102,99.9,77.0,3.0,491.0,0.0,0,0.0
137,John Wall,2017-02-24,2017,56,PHI,26.46954140999316,99.9,1.0,8.0,583.0,0.0,0,0.0
138,John Wall,2017-02-26,2017,57,UTA,26.47501711156742,99.9,99.9,2.0,123.0,1.0,0,0.0
139,John Wall,2017-02-28,2017,58,GSW,26.480492813141684,99.9,99.9,2.0,0.0,1.0,0,0.0
140,John Wall,2017-03-01,2017,59,TOR,26.483230663928808,99.9,99.9,1.0,350.0,0.0,1,0.0
141,John Wall,2017-03-03,2017,60,TOR,26.488706365503077,99.9,99.9,2.0,350.0,1.0,0,0.0
142,John Wall,2017-03-05,2017,61,ORL,26.494182067077347,99.9,0.1,2.0,0.0,1.0,0,0.0
143,John Wall,2017-03-07,2017,62,PHX,26.49965776865161,99.9,0.1,2.0,1980.0,0.0,0,0.0
144,John Wall,2017-03-08,2017,63,DEN,26.50239561943874,99.9,49.0,1.0,586.0,0.0,1,0.0
145,John Wall,2017-03-10,2017,64,SAC,26.507871321013013,99.9,0.1,2.0,888.0,0.0,0,0.0
146,John Wall,2017-03-11,2017,65,POR,26.510609171800137,99.9,34.0,1.0,484.0,0.0,1,0.0
147,John Wall,2017-03-13,2017,66,MIN,26.5160848733744,99.9,5.0,2.0,1425.0,0.0,0,0.0
148,John Wall,2017-03-15,2017,67,DAL,26.521560574948662,99.9,4.0,2.0,932.0,1.0,0,0.0
149,John Wall,2017-03-17,2017,68,CHI,26.52703627652293,99.9,52.0,2.0,0.0,1.0,0,0.0
150,John Wall,2017-03-18,2017,69,CHA,26.529774127310066,99.9,5.0,1.0,330.0,0.0,1,0.0
151,John Wall,2017-03-20,2017,70,BOS,26.535249828884325,99.9,99.9,2.0,721.0,0.0,0,0.0
152,John Wall,2017-03-22,2017,71,ATL,26.540725530458587,99.9,93.0,2.0,394.0,1.0,0,0.0
153,John Wall,2017-03-24,2017,72,BKN,26.546201232032853,99.9,0.0,2.0,0.0,1.0,0,0.0
154,John Wall,2017-03-25,2017,73,CLE,26.548939082819988,99.9,100.0,1.0,304.0,0.0,1,0.0
155,John Wall,2017-03-28,2017,74,LAL,26.557152635181378,99.9,0.0,3.0,2047.0,0.0,0,0.0
156,John Wall,2017-03-29,2017,75,LAC,26.55989048596852,100.0,100.0,1.0,0.0,0.0,1,0.0
157,John Wall,2017-03-31,2017,76,UTA,26.565366187542782,100.0,100.0,2.0,580.0,0.0,0,0.0
158,John Wall,2017-04-02,2017,77,GSW,26.570841889117045,100.0,100.0,2.0,592.0,0.0,0,0.0
159,John Wall,2017-04-04,2017,78,CHA,26.57631759069131,100.0,1.0,2.0,2429.0,1.0,0,0.0
160,John Wall,2017-04-06,2017,79,NYK,26.581793292265573,100.0,0.0,2.0,206.0,0.0,0,0.0
161,John Wall,2017-04-08,2017,80,MIA,26.587268993839835,100.0,37.0,2.0,206.0,1.0,0,0.0
162,John Wall,2017-04-10,2017,81,DET,26.5927446954141,100.0,0.1,2.0,394.0,0.0,0,1.0
163,John Wall,2017-04-12,2017,82,MIA,26.598220396988363,100.0,37.0,2.0,1158.0,0.0,0,1.0
164,John Wall,2017-10-18,2018,1,PHI,27.11567419575633,84.0,58.0,10.0,0.0,1.0,0,0.0
165,John Wall,2017-10-20,2018,2,DET,27.121149897330604,85.0,44.0,2.0,0.0,1.0,0,0.0
166,John Wall,2017-10-23,2018,3,DEN,27.129363449691997,85.0,71.0,3.0,1491.0,0.0,0,0.0
167,John Wall,2017-10-25,2018,4,LAL,27.134839151266256,85.0,8.0,2.0,831.0,0.0,0,0.0
168,John Wall,2017-10-27,2018,5,GSW,27.14031485284052,87.0,99.9,2.0,344.0,0.0,0,0.0
169,John Wall,2017-10-29,2018,6,SAC,27.145790554414788,87.0,0.1,2.0,68.0,0.0,0,0.0
170,John Wall,2017-11-01,2018,7,PHX,27.15400410677618,87.0,3.0,3.0,2374.0,1.0,0,0.0
171,John Wall,2017-11-03,2018,8,CLE,27.159479808350444,81.0,71.0,2.0,0.0,1.0,0,0.0
172,John Wall,2017-11-05,2018,9,TOR,27.164955509924713,81.0,86.0,2.0,350.0,0.0,0,1.0
173,John Wall,2017-11-07,2018,10,DAL,27.170431211498972,81.0,0.1,2.0,350.0,1.0,0,0.0
174,John Wall,2017-11-09,2018,11,LAL,27.175906913073238,81.0,7.0,2.0,0.0,1.0,0,0.0
175,John Wall,2017-11-11,2018,12,ATL,27.181382614647497,74.0,2.0,2.0,0.0,1.0,0,0.0
176,John Wall,2017-11-13,2018,13,SAC,27.18685831622177,74.0,0.1,2.0,0.0,1.0,0,0.0
177,John Wall,2017-11-15,2018,14,MIA,27.19233401779603,74.0,49.0,2.0,928.0,0.0,0,0.0
178,John Wall,2017-11-17,2018,15,MIA,27.197809719370287,78.0,41.0,2.0,928.0,1.0,0,0.0
179,John Wall,2017-11-19,2018,16,TOR,27.203285420944557,78.0,95.0,2.0,350.0,0.0,0,1.0
180,John Wall,2017-11-20,2018,17,MIL,27.20602327173169,78.0,75.0,1.0,431.0,0.0,1,0.0
181,John Wall,2017-11-22,2018,18,CHA,27.211498973305954,78.0,56.0,2.0,659.0,0.0,0,0.0
182,John Wall,2017-11-25,2018,19,POR,27.219712525667354,76.0,65.0,3.0,330.0,1.0,0,1.0
183,John Wall,2017-11-28,2018,20,MIN,27.22792607802875,76.0,91.0,3.0,932.0,0.0,0,1.0
184,John Wall,2017-11-29,2018,21,PHI,27.23066392881588,76.0,81.0,1.0,984.0,0.0,1,1.0
185,John Wall,2017-12-01,2018,22,DET,27.236139630390145,71.0,81.0,2.0,123.0,1.0,0,1.0
186,John Wall,2017-12-04,2018,23,UTA,27.244353182751542,71.0,71.0,3.0,1817.0,0.0,0,1.0
187,John Wall,2017-12-05,2018,24,POR,27.247091033538677,71.0,74.0,1.0,635.0,0.0,1,1.0
188,John Wall,2017-12-07,2018,25,PHX,27.252566735112936,71.0,1.0,2.0,1007.0,0.0,0,1.0
189,John Wall,2017-12-09,2018,26,LAC,27.258042436687198,86.0,15.0,2.0,357.0,0.0,0,1.0
190,John Wall,2017-12-12,2018,27,BKN,27.266255989048595,86.0,11.0,3.0,2452.0,0.0,0,1.0
191,John Wall,2017-12-13,2018,28,MEM,27.26899383983573,86.0,11.0,1.0,205.0,1.0,1,0.0
192,John Wall,2017-12-15,2018,29,LAC,27.27446954140999,82.0,31.0,2.0,0.0,1.0,0,0.0
193,John Wall,2017-12-17,2018,30,CLE,27.27994524298425,82.0,99.9,2.0,0.0,1.0,0,0.0
194,John Wall,2017-12-19,2018,31,NOP,27.28542094455852,82.0,70.0,2.0,0.0,1.0,0,0.0
195,John Wall,2017-12-22,2018,32,BKN,27.29363449691992,87.0,3.0,3.0,205.0,0.0,0,0.0
196,John Wall,2017-12-23,2018,33,ORL,27.296372347707052,87.0,3.0,1.0,205.0,1.0,1,0.0
197,John Wall,2017-12-25,2018,34,BOS,27.301848049281315,87.0,99.9,2.0,394.0,0.0,0,0.0
198,John Wall,2017-12-27,2018,35,ATL,27.307323750855574,87.0,0.1,2.0,937.0,0.0,0,0.0
199,John Wall,2017-12-29,2018,36,HOU,27.312799452429843,82.0,99.9,2.0,543.0,1.0,0,0.0
200,John Wall,2017-12-31,2018,37,CHI,27.318275154004105,82.0,9.0,2.0,0.0,1.0,0,0.0
201,John Wall,2018-01-03,2018,38,NYK,27.326488706365506,82.0,29.0,3.0,0.0,1.0,0,0.0
202,John Wall,2018-01-05,2018,39,MEM,27.33196440793977,88.0,2.0,2.0,763.0,0.0,0,0.0
203,John Wall,2018-01-06,2018,40,MIL,27.334702258726896,88.0,84.0,1.0,763.0,1.0,1,0.0
204,John Wall,2018-01-10,2018,41,UTA,27.345653661875428,88.0,41.0,4.0,0.0,1.0,0,0.0
205,John Wall,2018-01-12,2018,42,ORL,27.351129363449694,81.0,0.1,2.0,0.0,1.0,0,0.0
206,John Wall,2018-01-13,2018,43,BKN,27.35386721423682,81.0,2.0,1.0,0.0,1.0,1,0.0
207,John Wall,2018-01-15,2018,44,MIL,27.35934291581109,81.0,81.0,2.0,0.0,1.0,0,0.0
208,John Wall,2018-01-17,2018,45,CHA,27.364818617385353,81.0,29.0,2.0,330.0,0.0,0,0.0
209,John Wall,2018-01-19,2018,46,DET,27.370294318959612,63.0,70.0,2.0,506.0,0.0,0,0.0
210,John Wall,2018-01-22,2018,47,DAL,27.37850787132101,63.0,1.0,3.0,1000.0,0.0,0,0.0
211,John Wall,2018-01-25,2018,48,OKC,27.38672142368241,63.0,93.0,3.0,191.0,0.0,0,0.0
212,John Wall,2018-01-27,2018,49,ATL,27.392197125256672,69.0,0.1,2.0,756.0,0.0,0,1.0
213,John Wall,2018-01-30,2018,50,OKC,27.40041067761807,69.0,99.0,3.0,543.0,1.0,0,1.0
214,John Wall,2018-02-01,2018,51,TOR,27.405886379192328,69.0,99.9,2.0,0.0,1.0,0,1.0
215,John Wall,2018-02-03,2018,52,ORL,27.4113620807666,86.0,0.1,2.0,759.0,0.0,0,1.0
216,John Wall,2018-02-05,2018,53,IND,27.416837782340867,86.0,83.0,2.0,823.0,0.0,0,1.0
217,John Wall,2018-02-06,2018,54,PHI,27.419575633127995,86.0,85.0,1.0,583.0,0.0,1,1.0
218,John Wall,2018-02-08,2018,55,BOS,27.425051334702264,86.0,99.9,2.0,123.0,1.0,0,1.0
219,John Wall,2018-02-10,2018,56,CHI,27.430527036276523,91.0,0.1,2.0,594.0,0.0,0,1.0
220,John Wall,2018-02-14,2018,57,NYK,27.441478439425047,91.0,2.0,4.0,712.0,0.0,0,1.0
221,John Wall,2018-02-22,2018,58,CLE,27.463381245722108,96.0,99.9,8.0,404.0,0.0,0,1.0
222,John Wall,2018-02-23,2018,59,CHA,27.46611909650924,99.0,12.0,1.0,304.0,1.0,1,1.0
223,John Wall,2018-02-25,2018,60,PHI,27.471594798083505,99.0,98.0,2.0,0.0,1.0,0,1.0
224,John Wall,2018-02-27,2018,61,MIL,27.47707049965777,99.0,93.0,2.0,635.0,0.0,0,1.0
225,John Wall,2018-02-28,2018,62,GSW,27.47980835044491,99.0,99.9,1.0,635.0,1.0,1,1.0
226,John Wall,2018-03-02,2018,63,TOR,27.48528405201916,99.0,99.9,2.0,0.0,1.0,0,1.0
227,John Wall,2018-03-04,2018,64,IND,27.49075975359343,99.0,84.0,2.0,0.0,1.0,0,1.0
228,John Wall,2018-03-06,2018,65,MIA,27.49623545516769,99.0,85.0,2.0,0.0,1.0,0,1.0
229,John Wall,2018-03-09,2018,66,NOP,27.504449007529093,99.9,94.0,3.0,966.0,0.0,0,1.0
230,John Wall,2018-03-10,2018,67,MIA,27.507186858316217,99.9,99.9,1.0,670.0,0.0,1,1.0
231,John Wall,2018-03-13,2018,68,MIN,27.515400410677614,99.9,88.0,3.0,928.0,1.0,0,1.0
232,John Wall,2018-03-14,2018,69,BOS,27.51813826146475,99.9,100.0,1.0,394.0,0.0,1,1.0
233,John Wall,2018-03-17,2018,70,IND,27.526351813826146,99.9,99.9,3.0,394.0,1.0,0,1.0
234,John Wall,2018-03-21,2018,71,SAS,27.537303216974678,99.9,63.0,4.0,1387.0,0.0,0,1.0
235,John Wall,2018-03-23,2018,72,DEN,27.54277891854894,99.9,15.0,2.0,1387.0,1.0,0,1.0
236,John Wall,2018-03-25,2018,73,NYK,27.548254620123206,99.9,0.0,2.0,0.0,1.0,0,1.0
237,John Wall,2018-03-27,2018,74,SAS,27.55373032169747,99.9,91.0,2.0,0.0,1.0,0,1.0
238,John Wall,2018-03-29,2018,75,DET,27.55920602327173,99.9,3.0,2.0,394.0,0.0,0,1.0
239,John Wall,2018-03-31,2018,76,CHA,27.564681724846,99.9,0.1,2.0,394.0,1.0,0,0.0
240,John Wall,2018-04-01,2018,77,CHI,27.56741957563313,99.9,0.0,1.0,594.0,0.0,1,1.0
241,John Wall,2018-04-03,2018,78,HOU,27.572895277207394,99.9,100.0,2.0,943.0,0.0,0,0.0
242,John Wall,2018-04-05,2018,79,CLE,27.578370978781656,99.9,100.0,2.0,1115.0,0.0,0,0.0
243,John Wall,2018-04-06,2018,80,ATL,27.58110882956879,100.0,0.0,1.0,304.0,1.0,1,1.0
